Package,Pre-Processing Technique,Threshold,Cluster,Cluster Size,Features (Genes),Fbeta,n_estimators
scikit-learn,Coefficient of Variation,1.5,Inh L3-5 SST ADGRG6,132,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L3-6 SST HPGD,60,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS FGF10,78,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB DAPK2,173,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 PVALB WFDC2,387,6064,0.819328,500
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB C1R,160,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 ABO,373,6064,0.962733,500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS DCSTAMP,53,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS CRABP1,147,6064,0.743243,500
scikit-learn,Coefficient of Variation,1.5,Exc L2-3 LINC00507 FREM3,2284,6064,0.938242,500
scikit-learn,Coefficient of Variation,1.5,Astro L1-6 FGFR3 SLC14A1,230,6064,0.9,500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 SLC17A7 IL15,56,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 RORB TTC12,167,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP CCDC184,64,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 FEZF2 EFTUD1P1,314,6064,0.967742,500
scikit-learn,Coefficient of Variation,1.5,Exc L5-6 THEMIS C1QL3,1537,6064,0.979094,500
scikit-learn,Coefficient of Variation,1.5,Exc L4-6 RORB SEMA3E,777,6064,0.901786,500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB ESR1,1428,6064,0.992286,500
scikit-learn,Coefficient of Variation,1.5,OPC L1-6 PDGFRA,238,6064,0.995671,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-4 VIP CBLN1,67,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L4-6 SST GXYLT2,41,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-4 VIP CHRNA6,25,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L3-4 RORB CARM1P1,280,6064,0.719697,500
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 RORB FOLH1B,870,6064,0.938338,500
scikit-learn,Coefficient of Variation,1.5,Endo L2-6 NOSTRIN,9,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L6 FEZF2 SCUBE1,52,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L2-5 PVALB SCUBE3,32,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L4-5 FEZF2 SCN4B,25,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 PVALB LGR5,52,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-3 VIP ADAMTSL1,72,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Exc L3-5 RORB COL22A1,160,6064,0.416667,500
scikit-learn,Coefficient of Variation,1.5,Inh L1-2 VIP PCDH20,61,6064,0,500
scikit-learn,Coefficient of Variation,1.5,Inh L5-6 SST MIR548F2,80,6064,0,500
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 RORB FOLH1B,870,3049,0.946667,1000
scikit-learn,Coefficient of Variation,2.5,Micro L1-3 TYROBP,63,3049,0.833333,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1 SST CHRNA4,52,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 VIP HS3ST3A1,80,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 VIP SERPINF1,55,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS DCSTAMP,53,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS C1QL3,1537,3049,0.978635,1000
scikit-learn,Coefficient of Variation,2.5,Exc L2-4 LINC00507 GLP2R,170,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L3-4 RORB CARM1P1,280,3049,0.777027,1000
scikit-learn,Coefficient of Variation,2.5,Inh L4-5 PVALB MEPE,64,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 FEZF2 EFTUD1P1,314,3049,0.983051,1000
scikit-learn,Coefficient of Variation,2.5,Oligo L1-6 OPALIN,313,3049,0.996732,1000
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 PVALB WFDC2,387,3049,0.87931,1000
scikit-learn,Coefficient of Variation,2.5,Inh L4-5 SST STK32A,93,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 FEZF2 ABO,373,3049,0.966258,1000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST NPM1P10,79,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 FEZF2 IL26,344,3049,0.994065,1000
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 VIP SPAG17,33,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST TH,27,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 FEZF2 SCN4B,25,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L2-6 VIP QPCT,37,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 GAD1 GLP1R,27,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 SST HPGD,60,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L2-3 VIP CASC6,45,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 PAX6 TNFAIP8L3,16,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L3-5 SST ADGRG6,132,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 VIP CBLN1,67,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 RORB TTC12,167,3049,0.408163,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 VIP PENK,17,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST MIR548F2,80,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 RORB C1R,160,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP CHRM2,175,3049,0.128205,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP CCDC184,64,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP GGH,68,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L2 LAMP5 LTK,812,3049,0.919629,1000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS CRABP1,147,3049,0.769231,1000
scikit-learn,Coefficient of Variation,2.5,Inh L2-6 LAMP5 CA1,256,3049,0.978723,1000
scikit-learn,Coefficient of Variation,2.5,Exc L2-3 LINC00507 FREM3,2284,3049,0.943529,1000
scikit-learn,Coefficient of Variation,2.5,Astro L1-2 FGFR3 GFAP,61,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L4-6 SST GXYLT2,41,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1 SST NMBR,283,3049,0.95339,1000
scikit-learn,Coefficient of Variation,2.5,Inh L4-6 PVALB SULF1,167,3049,0.135135,1000
scikit-learn,Coefficient of Variation,2.5,Astro L1-6 FGFR3 SLC14A1,230,3049,0.885827,1000
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 VIP TYR,62,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP ADAMTSL1,72,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB COL22A1,160,3049,0.661765,1000
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB TWIST2,93,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 VIP CHRNA6,25,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,OPC L1-6 PDGFRA,238,3049,1,1000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST KLHDC8A,63,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 RORB SEMA3E,777,3049,0.920608,1000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS FGF10,78,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 SST BAGE2,108,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 VIP OPRM1,52,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 VIP PCDH20,61,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 LAMP5 LCP2,356,3049,0.968254,1000
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 RORB DAPK2,173,3049,0.128205,1000
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB FILIP1L,153,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 SLC17A7 IL15,56,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L6 FEZF2 OR2T8,19,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L6 FEZF2 SCUBE1,52,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 GAD1 MC4R,107,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 LAMP5 DBP,21,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 PVALB LGR5,52,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 SST NPY,15,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 SST CALB1,279,3049,0.75,1000
scikit-learn,Coefficient of Variation,2.5,Inh L4-6 SST B3GAT2,182,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 PVALB SCUBE3,32,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 VIP TSPAN12,42,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 SST FRZB,64,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Endo L2-6 NOSTRIN,9,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 PAX6 CDH12,90,3049,0.5,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 PAX6 SYT6,29,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB ESR1,1428,3049,0.992286,1000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 VIP LBH,47,3049,0,1000
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 RORB FOLH1B,870,3049,0.943272,1500
scikit-learn,Coefficient of Variation,2.5,Micro L1-3 TYROBP,63,3049,0.833333,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1 SST CHRNA4,52,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 VIP HS3ST3A1,80,3049,0.25,1500
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 VIP SERPINF1,55,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS DCSTAMP,53,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS C1QL3,1537,3049,0.975945,1500
scikit-learn,Coefficient of Variation,2.5,Exc L2-4 LINC00507 GLP2R,170,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L3-4 RORB CARM1P1,280,3049,0.777027,1500
scikit-learn,Coefficient of Variation,2.5,Inh L4-5 PVALB MEPE,64,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 FEZF2 EFTUD1P1,314,3049,0.979381,1500
scikit-learn,Coefficient of Variation,2.5,Oligo L1-6 OPALIN,313,3049,0.996732,1500
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 PVALB WFDC2,387,3049,0.874126,1500
scikit-learn,Coefficient of Variation,2.5,Inh L4-5 SST STK32A,93,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 FEZF2 ABO,373,3049,0.966258,1500
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST NPM1P10,79,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 FEZF2 IL26,344,3049,0.994065,1500
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 VIP SPAG17,33,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST TH,27,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 FEZF2 SCN4B,25,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L2-6 VIP QPCT,37,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 GAD1 GLP1R,27,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 SST HPGD,60,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L2-3 VIP CASC6,45,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 PAX6 TNFAIP8L3,16,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L3-5 SST ADGRG6,132,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 VIP CBLN1,67,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 RORB TTC12,167,3049,0.408163,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 VIP PENK,17,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST MIR548F2,80,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 RORB C1R,160,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP CHRM2,175,3049,0.128205,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP CCDC184,64,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP GGH,68,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L2 LAMP5 LTK,812,3049,0.922039,1500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS CRABP1,147,3049,0.813953,1500
scikit-learn,Coefficient of Variation,2.5,Inh L2-6 LAMP5 CA1,256,3049,0.978723,1500
scikit-learn,Coefficient of Variation,2.5,Exc L2-3 LINC00507 FREM3,2284,3049,0.945309,1500
scikit-learn,Coefficient of Variation,2.5,Astro L1-2 FGFR3 GFAP,61,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L4-6 SST GXYLT2,41,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1 SST NMBR,283,3049,0.95339,1500
scikit-learn,Coefficient of Variation,2.5,Inh L4-6 PVALB SULF1,167,3049,0.135135,1500
scikit-learn,Coefficient of Variation,2.5,Astro L1-6 FGFR3 SLC14A1,230,3049,0.9,1500
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 VIP TYR,62,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP ADAMTSL1,72,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB COL22A1,160,3049,0.694444,1500
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB TWIST2,93,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 VIP CHRNA6,25,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,OPC L1-6 PDGFRA,238,3049,1,1500
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST KLHDC8A,63,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 RORB SEMA3E,777,3049,0.920608,1500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS FGF10,78,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 SST BAGE2,108,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 VIP OPRM1,52,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 VIP PCDH20,61,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 LAMP5 LCP2,356,3049,0.96463,1500
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 RORB DAPK2,173,3049,0.128205,1500
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB FILIP1L,153,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 SLC17A7 IL15,56,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L6 FEZF2 OR2T8,19,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L6 FEZF2 SCUBE1,52,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 GAD1 MC4R,107,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 LAMP5 DBP,21,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 PVALB LGR5,52,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 SST NPY,15,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 SST CALB1,279,3049,0.75,1500
scikit-learn,Coefficient of Variation,2.5,Inh L4-6 SST B3GAT2,182,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 PVALB SCUBE3,32,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 VIP TSPAN12,42,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 SST FRZB,64,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Endo L2-6 NOSTRIN,9,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 PAX6 CDH12,90,3049,0.5,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 PAX6 SYT6,29,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB ESR1,1428,3049,0.992286,1500
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 VIP LBH,47,3049,0,1500
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 RORB FOLH1B,870,3049,0.943272,2000
scikit-learn,Coefficient of Variation,2.5,Micro L1-3 TYROBP,63,3049,0.833333,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1 SST CHRNA4,52,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 VIP HS3ST3A1,80,3049,0.25,2000
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 VIP SERPINF1,55,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS DCSTAMP,53,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS C1QL3,1537,3049,0.976696,2000
scikit-learn,Coefficient of Variation,2.5,Exc L2-4 LINC00507 GLP2R,170,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L3-4 RORB CARM1P1,280,3049,0.777027,2000
scikit-learn,Coefficient of Variation,2.5,Inh L4-5 PVALB MEPE,64,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 FEZF2 EFTUD1P1,314,3049,0.979381,2000
scikit-learn,Coefficient of Variation,2.5,Oligo L1-6 OPALIN,313,3049,0.996732,2000
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 PVALB WFDC2,387,3049,0.874126,2000
scikit-learn,Coefficient of Variation,2.5,Inh L4-5 SST STK32A,93,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 FEZF2 ABO,373,3049,0.966258,2000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST NPM1P10,79,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 FEZF2 IL26,344,3049,0.994065,2000
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 VIP SPAG17,33,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST TH,27,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 FEZF2 SCN4B,25,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L2-6 VIP QPCT,37,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 GAD1 GLP1R,27,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 SST HPGD,60,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L2-3 VIP CASC6,45,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 PAX6 TNFAIP8L3,16,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L3-5 SST ADGRG6,132,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 VIP CBLN1,67,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 RORB TTC12,167,3049,0.471698,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 VIP PENK,17,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST MIR548F2,80,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 RORB C1R,160,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP CHRM2,175,3049,0.128205,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP CCDC184,64,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP GGH,68,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L2 LAMP5 LTK,812,3049,0.918058,2000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS CRABP1,147,3049,0.792683,2000
scikit-learn,Coefficient of Variation,2.5,Inh L2-6 LAMP5 CA1,256,3049,0.983264,2000
scikit-learn,Coefficient of Variation,2.5,Exc L2-3 LINC00507 FREM3,2284,3049,0.944105,2000
scikit-learn,Coefficient of Variation,2.5,Astro L1-2 FGFR3 GFAP,61,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L4-6 SST GXYLT2,41,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1 SST NMBR,283,3049,0.95339,2000
scikit-learn,Coefficient of Variation,2.5,Inh L4-6 PVALB SULF1,167,3049,0.135135,2000
scikit-learn,Coefficient of Variation,2.5,Astro L1-6 FGFR3 SLC14A1,230,3049,0.9,2000
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 VIP TYR,62,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 VIP ADAMTSL1,72,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB COL22A1,160,3049,0.661765,2000
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB TWIST2,93,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 VIP CHRNA6,25,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,OPC L1-6 PDGFRA,238,3049,1,2000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST KLHDC8A,63,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 RORB SEMA3E,777,3049,0.922819,2000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS FGF10,78,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 SST BAGE2,108,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 VIP OPRM1,52,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 VIP PCDH20,61,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-4 LAMP5 LCP2,356,3049,0.96463,2000
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 RORB DAPK2,173,3049,0.128205,2000
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB FILIP1L,153,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 SLC17A7 IL15,56,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L6 FEZF2 OR2T8,19,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L6 FEZF2 SCUBE1,52,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 GAD1 MC4R,107,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 LAMP5 DBP,21,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 PVALB LGR5,52,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 SST NPY,15,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 SST CALB1,279,3049,0.75,2000
scikit-learn,Coefficient of Variation,2.5,Inh L4-6 SST B3GAT2,182,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 PVALB SCUBE3,32,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 VIP TSPAN12,42,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 SST FRZB,64,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Endo L2-6 NOSTRIN,9,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 PAX6 CDH12,90,3049,0.588235,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-3 PAX6 SYT6,29,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L3-5 RORB ESR1,1428,3049,0.992286,2000
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 VIP LBH,47,3049,0,2000
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 RORB FOLH1B,870,3049,0.946667,500
scikit-learn,Coefficient of Variation,2.5,Micro L1-3 TYROBP,63,3049,0.833333,500
scikit-learn,Coefficient of Variation,2.5,Inh L1 SST CHRNA4,52,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 VIP HS3ST3A1,80,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Inh L2-5 VIP SERPINF1,55,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS DCSTAMP,53,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 THEMIS C1QL3,1537,3049,0.978635,500
scikit-learn,Coefficient of Variation,2.5,Exc L2-4 LINC00507 GLP2R,170,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Exc L3-4 RORB CARM1P1,280,3049,0.763889,500
scikit-learn,Coefficient of Variation,2.5,Inh L4-5 PVALB MEPE,64,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 FEZF2 EFTUD1P1,314,3049,0.983051,500
scikit-learn,Coefficient of Variation,2.5,Oligo L1-6 OPALIN,313,3049,0.996732,500
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 PVALB WFDC2,387,3049,0.874126,500
scikit-learn,Coefficient of Variation,2.5,Inh L4-5 SST STK32A,93,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Exc L5-6 FEZF2 ABO,373,3049,0.966258,500
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST NPM1P10,79,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Exc L4-6 FEZF2 IL26,344,3049,0.994065,500
scikit-learn,Coefficient of Variation,2.5,Inh L2-4 VIP SPAG17,33,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 SST TH,27,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Exc L4-5 FEZF2 SCN4B,25,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Inh L2-6 VIP QPCT,37,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Inh L5-6 GAD1 GLP1R,27,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Inh L3-6 SST HPGD,60,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Inh L2-3 VIP CASC6,45,3049,0,500
scikit-learn,Coefficient of Variation,2.5,Inh L1-2 PAX6 TNFAIP8L3,16,3049,0,500
